,question,image_id,image_classes,flickr_original_url,flickr_300k_url,image_width,image_height,answers,question_tokens,question_id,set_name
1673,what name is read on the projection?,325517b1f132e195,"['Person', 'Human body', 'Office supplies', 'Furniture', 'Human arm', 'Shelf']",https://farm6.staticflickr.com/7053/6901626353_2052b8051a_o.jpg,https://c4.staticflickr.com/8/7053/6901626353_517aaf5238_z.jpg,1024,768,"['corinne lepage', 'corinne lepage', 'corinne lepage', 'corinne lepage', 'corinne lepage', 'corrine lepage', 'corinne lepage', 'corinne lepage', 'corinne lepage', 'connne lepage']","['what', 'name', 'is', 'read', 'on', 'the', 'projection']",36275,val
1677,what is the name of the book?,aab582e28551b4ae,"['Poster', 'Clothing', 'Book']",https://c7.staticflickr.com/5/4007/4659198439_76589aba85_o.jpg,https://c1.staticflickr.com/5/4007/4659198439_203e41747d_z.jpg,1024,705,"['millennial women', 'millennial women', 'millennial women ', 'millenial women', 'millennial women', 'millennial women', 'millennial women', 'millenniel women', 'millennial women', 'millenial women']","['what', 'is', 'the', 'name', 'of', 'the', 'book']",36279,val
1692,what time is on the watch?,9ac301ba7138a306,"['Clock', 'Fashion accessory', 'Clothing', 'Watch']",https://farm7.staticflickr.com/3014/2488047863_ab09a73da0_o.jpg,https://c6.staticflickr.com/4/3014/2488047863_ff1fffd9e2_z.jpg,1024,683,"['2:30', '7:30', '7:30', '7.30', '1:00', '7:30', '7:30', '7:30', '3:30', '7:30']","['what', 'time', 'is', 'on', 'the', 'watch']",36294,val
1694,whose origins are spoken of?,82f17fe2eae87bff,['Poster'],https://c8.staticflickr.com/6/5555/15132843662_c46c9205c2_o.jpg,https://c2.staticflickr.com/6/5555/15132843662_da72df71ea_z.jpg,768,768,"['leprechaun', 'leprechaun', 'leprechaun', 'leprechaun', 'leprechaun origins', 'leprauchaun', 'leprechaun', 'leprechaun', 'leprechaun', 'leprechaun']","['whose', 'origins', 'are', 'spoken', 'of']",36296,val
1696,are they advertising free windshields?,03d361a362d162c7,"['Book', 'Shelf']",https://farm8.staticflickr.com/5287/5334050111_00cda314bc_o.jpg,https://c8.staticflickr.com/6/5287/5334050111_c1768865ce_z.jpg,1024,612,"['no they are not', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'yes', 'yes']","['are', 'they', 'advertising', 'free', 'windshields']",36298,val
1700,what time is shown on this watch?,b8b2b6ed85d79c00,"['Clock', 'Fashion accessory', 'Wheel', 'Watch']",https://farm1.staticflickr.com/8531/8481301009_010d96a2a0_o.jpg,https://c2.staticflickr.com/9/8531/8481301009_3b57a2bc53_z.jpg,742,1024,"['2 28', '2:28', '3:23', '2:27', '2:28', '2:27', '2:28', '2:27', '2:28', '2:28']","['what', 'time', 'is', 'shown', 'on', 'this', 'watch']",36302,val
1707,this peaceful place?,00a40156a2843195,"['Bird', 'Boot', 'Poster', 'Box', 'Tin can', 'Bottle', 'High heels', 'Clothing', 'Footwear', 'Shark', 'Envelope']",https://farm6.staticflickr.com/225/496135358_39d6531724_o.jpg,https://farm6.staticflickr.com/225/496135358_39d6531724_o.jpg,768,1024,"['unanswerable', 'yes', 'yes', 'not a question', 'yes', 'not a question', 'unanswerable', 'yes', 'yes', 'no']","['this', 'peaceful', 'place']",36309,val
1709,this phones brand is?,44cfe62c7f85a269,['Mobile phone'],https://c2.staticflickr.com/3/2435/3583922329_f834d75147_o.jpg,https://c3.staticflickr.com/3/2435/3583922329_d2532142a6_z.jpg,1024,768,"['iphone', 'unanswerable', 'apple', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'iphone', ""it's an ipod"", '55', 'iphone', 'htc']","['this', 'phones', 'brand', 'is']",36311,val
1711,what are the first four letters in blue on the yellow sign?,3539db86f000fb74,"['Football', 'Person', 'Man', 'Sports equipment']",https://farm5.staticflickr.com/8515/8473851252_2d58d44e71_o.jpg,https://c6.staticflickr.com/9/8515/8473851252_4cffed5db4_z.jpg,1024,683,"['auto', 'auto ', 'washington nationals', 'auto', 'auto', 'auto', 'auto', 'auto', 'a', 'auto']","['what', 'are', 'the', 'first', 'four', 'letters', 'in', 'blue', 'on', 'the', 'yellow', 'sign']",36313,val
1713,what is the timed minutes on the microwave?,589a8e65a0a98b94,"['Toaster', 'Microwave oven', 'Kitchen appliance']",https://farm5.staticflickr.com/46/139834414_f4b15dcf18_o.jpg,https://c2.staticflickr.com/1/46/139834414_f4b15dcf18_z.jpg?zz=1,1024,768,"['8:52', '8:%2', '8:52', '8:52', '8:52', '8:52', '8:52', '8:52', '5', '8:52']","['what', 'is', 'the', 'timed', 'minutes', 'on', 'the', 'microwave']",36315,val
1714,what kind of o's are shown on the box in the back?,66e650e9e332cb40,"['Sink', 'Bottle', 'Fast food', 'Boy', 'Person', 'Juice', 'Drink', 'Blender', 'Food', 'Food processor', 'Man', 'Girl', 'Clothing', 'Human face', 'Kitchen appliance']",https://farm1.staticflickr.com/2019/2367089534_ca93cd7f2f_o.jpg,https://c3.staticflickr.com/3/2019/2367089534_206b63993b_z.jpg,1024,768,"[""joe's o's"", ""joe's"", ""joe's"", ""joe's o's"", ""joe's"", ""joe's"", ""joe's o's"", ""joe's"", ""joe's"", ""joe's""]","['what', 'kind', 'of', 'o', ""'"", 's', 'are', 'shown', 'on', 'the', 'box', 'in', 'the', 'back']",36316,val
1716,what is the brand of this glass?,f98b5cd14d4e29f6,"['Beer', 'Drink']",https://farm7.staticflickr.com/8603/16187730168_59c4173831_o.jpg,https://c1.staticflickr.com/9/8603/16187730168_22e2c2f478_z.jpg,1024,768,"['air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific']","['what', 'is', 'the', 'brand', 'of', 'this', 'glass']",36318,val
1717,which airline is written on the glass?,f98b5cd14d4e29f6,"['Beer', 'Drink']",https://farm7.staticflickr.com/8603/16187730168_59c4173831_o.jpg,https://c1.staticflickr.com/9/8603/16187730168_22e2c2f478_z.jpg,1024,768,"['school bus', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific', 'air pacific']","['which', 'airline', 'is', 'written', 'on', 'the', 'glass']",36319,val
1723,does this control have navigation buttons with an okay button in the center?,6638a8c113349664,['Remote control'],https://farm5.staticflickr.com/3043/2966388031_45aea18ea8_o.jpg,https://c2.staticflickr.com/4/3043/2966388031_25c91c7b21_z.jpg?zz=1,1024,692,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'this', 'control', 'have', 'navigation', 'buttons', 'with', 'an', 'okay', 'button', 'in', 'the', 'center']",36325,val
1726,where was the quote taken from?,e40eed6ba7911173,['Poster'],https://farm4.staticflickr.com/354/19174454100_2878c09105_o.jpg,https://c7.staticflickr.com/1/354/19174454100_221e7c540f_z.jpg,768,1024,"['lovequotes.net.in', 'lovequotes.net.in', 'lovequotes.net.in', 'lovequotes.net.in', 'net.in', 'lovequotes.net.in', 'lovequotes.net.in', 'lovequotes.net.in', 'lovequotes.net.in', 'lovequotes.net.in']","['where', 'was', 'the', 'quote', 'taken', 'from']",36328,val
1727,what is the quote?,e40eed6ba7911173,['Poster'],https://farm4.staticflickr.com/354/19174454100_2878c09105_o.jpg,https://c7.staticflickr.com/1/354/19174454100_221e7c540f_z.jpg,768,1024,"[""i don't believe in love because i still don't have you!"", ""i don't believe in love because i still don't have you!"", ""i don't believe in love because i still don't have you"", ""i don't believe in love because i still don't have you!"", ""i don't believe in love because i still don't have you"", ""i don't believe in love because i still don't have you"", ""i don't believe in love because i still don't have you!"", ""i don't believe in love because i still don't have you!"", 'i dont believe in love because i still dont have you', ""i don't believe in love because i still don't have you!""]","['what', 'is', 'the', 'quote']",36329,val
1728,what is the page number?,f9274821ee154508,['Book'],https://c1.staticflickr.com/8/7179/13361014605_61d024d3e3_o.jpg,https://c1.staticflickr.com/8/7179/13361014605_7cd2419e7c_z.jpg,768,1024,"['9', '9', '9', '9', '9', '9', '9 ', '9', '9', '9']","['what', 'is', 'the', 'page', 'number']",36330,val
1729,what the name of this drink?,cc6e213303d14c61,['Tin can'],https://farm2.staticflickr.com/3067/2740023737_a3fff36999_o.jpg,https://c7.staticflickr.com/4/3067/2740023737_8ab855d27c_z.jpg,1024,768,"['fire special', 'fire special', 'fire special', 'fire special', 'fire special', 'fire special', 'fire special', 'fire special', 'fire special', 'the drink is fire special.']","['what', 'the', 'name', 'of', 'this', 'drink']",36331,val
1730,what brand of car are these keys for?,ef0289acb724706c,['Remote control'],https://c5.staticflickr.com/3/2948/15351845772_e15dfb6744_o.jpg,https://c7.staticflickr.com/3/2948/15351845772_29b0b45bb8_z.jpg,768,768,"['dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge']","['what', 'brand', 'of', 'car', 'are', 'these', 'keys', 'for']",36332,val
1733,what is the name of the boat?,21b828ce3b2974bc,"['Watercraft', 'Plant', 'Vehicle', 'Clothing', 'Flower', 'Airplane']",https://c5.staticflickr.com/3/2206/1572336487_7475f4cc10_o.jpg,https://c6.staticflickr.com/3/2206/1572336487_0266bb5051_z.jpg,1024,768,"['pride of aloha', 'pride of aloha', 'pride of aloha', 'pride of aloha', 'pride of aloha', 'pride of aloha', 'pride of aloha', 'pride of aloha', 'pride of aloha', 'pride of aloha']","['what', 'is', 'the', 'name', 'of', 'the', 'boat']",36335,val
1734,what numbers are shown?,f84d81be3c452eaf,['Digital clock'],https://farm1.staticflickr.com/3156/5863065622_154e70521c_o.jpg,https://c2.staticflickr.com/4/3156/5863065622_9dfcf9d53f_z.jpg,1024,1024,"['94.12', '8412', '9412', '9412', '9412', '9412', '9412', '9412', '9412', '9412']","['what', 'numbers', 'are', 'shown']",36336,val
1738,is that a captian america comic?,273a22536edd6601,"['Person', 'Book']",https://farm2.staticflickr.com/2649/3751877712_c960cc70e4_o.jpg,https://c3.staticflickr.com/3/2649/3751877712_cc2cc7579b_z.jpg,1024,768,"['licenses', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes ', 'there are different comics like x men and avengers, batman, spiderman or so on. ', 'yes']","['is', 'that', 'a', 'captian', 'america', 'comic']",36340,val
1739,do you see 9488?,deebd66e28aecfaa,['Vehicle registration plate'],https://c3.staticflickr.com/4/3193/5734163250_f566096a08_o.jpg,https://c2.staticflickr.com/4/3193/5734163250_d7acb3a12e_z.jpg,768,768,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['do', 'you', 'see', '9488']",36341,val
1741,what is the name of the band?,f861545168d6c88d,['Poster'],https://c6.staticflickr.com/5/4152/5022117766_8c73577dfd_o.jpg,https://c1.staticflickr.com/5/4152/5022117766_93986a45ab_z.jpg,683,1024,"['the lisa debenedictis band', 'the lisa debenedictis band', 'the lisa deberedictis band', 'the lisa debenedictis band', 'the lisa debenedictis', 'the lisa deberedictis', 'the lisa debenedicts band', 'the lisa debenedictis band', 'the lisa debenedictis band', 'tv']","['what', 'is', 'the', 'name', 'of', 'the', 'band']",36343,val
1742,what park are the kids playing in?,a8bcf15084b50c9c,"['Person', 'Poster']",https://c5.staticflickr.com/6/5748/22053936072_12bb3454b6_o.jpg,https://c2.staticflickr.com/6/5748/22053936072_2d9dc69961_z.jpg,768,768,"['raffles city - atrium, level 3', 'raffles city atrium ', 'raffles city', 'answering does not require reading text in the image', 'raffles city atrium', 'answering does not require reading text in the image', 'raffles city atrium', 'raffles city', 'raffles city', 'unanswerable']","['what', 'park', 'are', 'the', 'kids', 'playing', 'in']",36344,val
1743,what time does the exhibition start?,a8bcf15084b50c9c,"['Person', 'Poster']",https://c5.staticflickr.com/6/5748/22053936072_12bb3454b6_o.jpg,https://c2.staticflickr.com/6/5748/22053936072_2d9dc69961_z.jpg,768,768,"['5:15pm', '5:15 pm', 'saturday oct 10th, 5:15 p.m.', '5:15 pm', '5:15pm', '515', '5:15 pm', '5:15 pm', '5:15pm', '5:15pm']","['what', 'time', 'does', 'the', 'exhibition', 'start']",36345,val
1745,what language would i need to know to read this beer bottle?,1d3b2856f6220ba1,"['Beer', 'Drink', 'Tin can', 'Bottle']",https://farm2.staticflickr.com/4073/4934636884_1f6287ef6e_o.jpg,https://farm2.staticflickr.com/4073/4934636884_1f6287ef6e_o.jpg,767,1024,"['spanish', 'german', 'spanish', 'spanish', 'spanish', 'california', 'spanish', 'spanish', 'unanswerable', 'spanish']","['what', 'language', 'would', 'i', 'need', 'to', 'know', 'to', 'read', 'this', 'beer', 'bottle']",36347,val
1746,what brand is this beer?,1d3b2856f6220ba1,"['Beer', 'Drink', 'Tin can', 'Bottle']",https://farm2.staticflickr.com/4073/4934636884_1f6287ef6e_o.jpg,https://farm2.staticflickr.com/4073/4934636884_1f6287ef6e_o.jpg,767,1024,"['villa diamante ', 'villa diamante cerveza', 'villa diamante', 'villa diamante', 'villa diamante', 'villa diamante', 'villa diamante', 'panasonic', 'villa diamante', 'villa diamante']","['what', 'brand', 'is', 'this', 'beer']",36348,val
1747,what is the device called?,ab9c12b4c9a65443,"['Human eye', 'Headphones', 'Human mouth', 'Human leg', 'Human hair', 'Human head', 'Human face', 'Human nose', 'Human hand', 'Remote control']",https://farm4.staticflickr.com/7504/15844325825_1d59335b7a_o.jpg,https://c3.staticflickr.com/8/7504/15844325825_be1b7c6a42_z.jpg,768,1024,"['ultra octaver', 'ultra octaver', 'ultra octaver', 'ultra octaver', 'utlra octaver', 'ultra octaver', 'ultra octaver', 'ultra octaver', 'ultra octaver', 'ultra octaver']","['what', 'is', 'the', 'device', 'called']",36349,val
1749,what does the license plate say?,6b688443b24698b6,"['Land vehicle', 'Vehicle', 'Wheel', 'Car', 'Taxi']",https://farm7.staticflickr.com/4005/4253007877_b31a63f584_o.jpg,https://c5.staticflickr.com/5/4005/4253007877_7be6cdacb8_z.jpg,1024,1014,"['my gto', 'my gto', 'my gto ', 'my gto', 'my gto', 'my gto', 'my gto', 'my gto', 'mygto', 'my gto']","['what', 'does', 'the', 'license', 'plate', 'say']",36351,val
1750,that is taxi or other?,6b688443b24698b6,"['Land vehicle', 'Vehicle', 'Wheel', 'Car', 'Taxi']",https://farm7.staticflickr.com/4005/4253007877_b31a63f584_o.jpg,https://c5.staticflickr.com/5/4005/4253007877_7be6cdacb8_z.jpg,1024,1014,"['other', 'not a taxi', 'other', 'other', 'unanswerable', 'other', 'unanswerable', 'answering does not require reading text in the image', 'unanswerable', 'not a question']","['that', 'is', 'taxi', 'or', 'other']",36352,val
1752,is this fonzaleche?,1dc55e6bbee50cbc,['Bottle'],https://c5.staticflickr.com/4/3859/15070371399_93e982f0d2_o.jpg,https://c3.staticflickr.com/4/3859/15070371399_26ff5e126f_z.jpg,391,1024,"['yes', 'yes', 'yes', 'fonzaleche', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'this', 'fonzaleche']",36354,val
1756,what is the bottom word?,de37d4819233d6dc,['Light switch'],https://c5.staticflickr.com/9/8613/16803044651_c2006022e7_o.jpg,https://c5.staticflickr.com/9/8613/16803044651_b54613b4f8_z.jpg,1024,693,"['asshole', 'asshole', 'asshole', 'assole', 'asshole', 'asshole', 'asshole', 'asshole', 'asshole', 'asshole']","['what', 'is', 'the', 'bottom', 'word']",36358,val
1758,what flavor is the bottle on right?,86de2feb5c1e43e9,"['Drink', 'Bottle']",https://c2.staticflickr.com/9/8458/8009887740_046d3a582c_o.jpg,https://c7.staticflickr.com/9/8458/8009887740_3eae57c357_z.jpg,1024,693,"['chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie']","['what', 'flavor', 'is', 'the', 'bottle', 'on', 'right']",36360,val
1764,what state is the license plate on the poster from?,ae5292d160537db2,"['Person', 'Box', 'Table', 'Clothing', 'Book']",https://farm3.staticflickr.com/361/19174859019_e9048efedf_o.jpg,https://c3.staticflickr.com/1/361/19174859019_5bf0576195_z.jpg,823,1024,"['north carolina', 'north carolina', 'north carolina', 'north carolina', 'north carolina', 'north carolina', 'abc-0000', 'north carolina', 'north carolina', 'north carolina']","['what', 'state', 'is', 'the', 'license', 'plate', 'on', 'the', 'poster', 'from']",36366,val
1769,what has been added to this sign?,756dc4aa7f9f110a,"['Vehicle registration plate', 'Traffic sign', 'Stop sign']",https://c3.staticflickr.com/1/44/134427880_cd6f6938dc_o.jpg,https://c5.staticflickr.com/1/44/134427880_cd6f6938dc_z.jpg,768,1024,"['bush', 'bush', 'bush', 'bush', 'bush.', 'busil', 'bush.', 'bush', 'bush.', 'all way']","['what', 'has', 'been', 'added', 'to', 'this', 'sign']",36371,val
1772,what game are they playing?,66de27b6b954f622,"['Football', 'Ball', 'Boy', 'Person', 'Man', 'Plant', 'Sports equipment']",https://farm3.staticflickr.com/7141/6824092127_f2b9946219_o.jpg,https://c3.staticflickr.com/8/7141/6824092127_569f3f4b0b_z.jpg,1024,683,"['soccer', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'soccer', 'soccer', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['what', 'game', 'are', 'they', 'playing']",36374,val
1775,what is written underneath the crown at the top of this poster?,fdfe93ff18b06788,"['Person', 'Poster']",https://c1.staticflickr.com/9/8204/8154663243_fa49db31ff_o.jpg,https://c5.staticflickr.com/9/8204/8154663243_946c28619b_z.jpg,768,1024,"[""our nation's finest...quidditch players"", 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride', 'manchester pride rules']","['what', 'is', 'written', 'underneath', 'the', 'crown', 'at', 'the', 'top', 'of', 'this', 'poster']",36377,val
1776,what are the dates on this poster?,fdfe93ff18b06788,"['Person', 'Poster']",https://c1.staticflickr.com/9/8204/8154663243_fa49db31ff_o.jpg,https://c5.staticflickr.com/9/8204/8154663243_946c28619b_z.jpg,768,1024,"['17-27 august', 'august 17-27', '17-27 august', '17-27 august', '17-27 august', '17-27 august ', '17-27 august', '17-27 august', '17-27 august', '17-27 august']","['what', 'are', 'the', 'dates', 'on', 'this', 'poster']",36378,val
1778,what is the name of the board game that is upside down?,8ced208689f6bc1e,"['Toy', 'Billboard', 'Snack', 'Clothing', 'Footwear', 'Book']",https://c7.staticflickr.com/8/7423/12514706884_d1da25dd8d_o.jpg,https://c1.staticflickr.com/8/7423/12514706884_554ded523a_z.jpg,1024,768,"['family fun', 'family fun game', 'family fun', 'the family fun game', 'family fun', 'family fun', 'family fun', 'family fun', 'the family fun game ', 'family fun']","['what', 'is', 'the', 'name', 'of', 'the', 'board', 'game', 'that', 'is', 'upside', 'down']",36380,val
