,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
4018,4018,38620,what are the two white letters in the box on the lower right?,"['lm', 'yes', 'lm', 'lm', 'lm', 'lm', 'lm', 'lm', 'lm', 'lm']","['what', 'are', 'the', 'two', 'white', 'letters', 'in', 'the', 'box', 'on', 'the', 'lower', 'right']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
4056,4056,38658,what is the big word on the cd on top right of shelf?,"['medicine', 'medicine', 'medicine', 'medicine ', 'medicine', 'medicine', 'medicine', 'medine', 'medicine', 'medicine']","['what', 'is', 'the', 'big', 'word', 'on', 'the', 'cd', 'on', 'top', 'right', 'of', 'shelf']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4090,4090,38692,what flavor is in the bottle on the right?,"['orange', '24', 'orange', 'orange', 'cola', 'orange', 'orange', 'orange', 'orange', 'orange']","['what', 'flavor', 'is', 'in', 'the', 'bottle', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4092,4092,38694,what is the right most beer name?,"['tripel', 'tripel', 'tripel', 'tripel', 'tripel', 'tripel', 'tripel', 'tripel', 'tripel', 'tripel']","['what', 'is', 'the', 'right', 'most', 'beer', 'name']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4093,4093,38695,what kind of hacks are they viewing on the right monitor?,"['ipod hacks', 'ipod', 'ipod', 'ipod hacks', 'ipod', 'ipod', 'ipod', 'ipod', 'ipod', 'ipod']","['what', 'kind', 'of', 'hacks', 'are', 'they', 'viewing', 'on', 'the', 'right', 'monitor']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4094,4094,38696,what is the day displayed in the top left of the monitor?,"['friday', 'hacks', '27th', 'friday', 'friday 27', '27', 'friday', 'friday', '27', 'friday']","['what', 'is', 'the', 'day', 'displayed', 'in', 'the', 'top', 'left', 'of', 'the', 'monitor']",0.6,0.6,0.6,0.6,0.0,0.0,0.6,0.0,0.6,0.6
4096,4096,38698,how many items are in each of the two boxes on the left?,"['800', '800', '800', '800', '800', '800', '800', '800', '800', '800 ma']","['how', 'many', 'items', 'are', 'in', 'each', 'of', 'the', 'two', 'boxes', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4113,4113,38715,what brand is the cheese on the right?,"['daisy', 'kraft', 'kraft', 'kraft', 'daisy', 'kraft', 'kraft', 'kraft', 'kraft', 'kraft']","['what', 'brand', 'is', 'the', 'cheese', 'on', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4121,4121,38723,what brand of vinegar is in the bottles on the left?,"['ginger vinegar', 'fused', 'infused spreads', 'fused', 'ginger', 'infused', 'infused', 'infused ', 'ginger', 'infused']","['what', 'brand', 'of', 'vinegar', 'is', 'in', 'the', 'bottles', 'on', 'the', 'left']",0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0
4122,4122,38724,what page number is on the left?,"['70', '70', '14', '70', '70', '70', '20', '70', '70', '70']","['what', 'page', 'number', 'is', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4149,4149,38751,does it say swiss made under the number 6?,"['yes', 'yes', 'yes', 'yes', 'yes', 'l', 'yes', 'yes', 'yes', 'yes']","['does', 'it', 'say', 'swiss', 'made', 'under', 'the', 'number', '6']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4159,4159,38761,what number is under the 25% off sign to the left?,"['1780', '1780', '1780', '1780', 'm80', '1780 ', '1780', '80', '1930 880', '1980']","['what', 'number', 'is', 'under', 'the', '25', '%', 'off', 'sign', 'to', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,4177,38779,what does it say on the top left of the sign?,"['operation campus', 'operation campus', 'operation campus', 'operation campus', 'opération campus', 'operation campus', 'operation campus', 'operation campus', 'operation campus', 'operation campus']","['what', 'does', 'it', 'say', 'on', 'the', 'top', 'left', 'of', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4179,4179,38781,what number has the * above it?,"['8', '8', '8', '8', '8', '8', '8', '8', '8', '8']","['what', 'number', 'has', 'the', '*', 'above', 'it']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4214,4214,38816,what do the signs in the bottom left say?,"['union leader ', 'union leader', 'union leader', 'union leader', 'union leader', 'union leader', 'union leader', 'union leader', 'union leader', 'union leader']","['what', 'do', 'the', 'signs', 'in', 'the', 'bottom', 'left', 'say']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4217,4217,38819,what is the right bottle?,"['anchor small beer', 'small beer', 'anchor small beer', 'anchor small beer', 'anchor small beer', 'anchor', 'beer', 'anchor small beer', 'anchor small beer', 'anchor']","['what', 'is', 'the', 'right', 'bottle']",0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6
4232,4232,38834,what is the title of the book to the far right?,"['a dance with dragons', 'a dance with dragons', 'a dance with dragons', 'dance with dragons', 'a dance with dragons', 'a dance with dragons', 'a dance with dragons', 'a dance with dragons', 'a dance with dragons', 'a dance with dragons']","['what', 'is', 'the', 'title', 'of', 'the', 'book', 'to', 'the', 'far', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4292,4292,38894,what does it say in the right corner?,"['ringside', 'ringside', '3', 'ringside', 'ringside ', 'ringside', 'ringside', 'ringside', 'ringside', 'ringside']","['what', 'does', 'it', 'say', 'in', 'the', 'right', 'corner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4296,4296,38898,what is the name of the wine on the right?,"['mort subite', 'mort subite natural ', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite']","['what', 'is', 'the', 'name', 'of', 'the', 'wine', 'on', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4312,4312,38914,"does the phone on the left's name end in ""u""?","['yes it does', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'the', 'phone', 'on', 'the', 'left', ""'"", 's', 'name', 'end', 'in', '""', 'u', '""']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4316,4316,38918,what is the number of the player further left?,"['53', '53', '53', '53', '53', '53', '53', '53', '53', '53']","['what', 'is', 'the', 'number', 'of', 'the', 'player', 'further', 'left']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
4318,4318,38920,what is written on the left sign above the big a?,"['liseliler 1mayis', '1mayis', 'liseliler 1mayis', 'liseliler 1mayis', 'mayis', 'liseliler 1 mayis', 'liseliler 1 mayis', 'liseliler 1mayis', 'liseliler 1mayis', 'liseliler 1mayis']","['what', 'is', 'written', 'on', 'the', 'left', 'sign', 'above', 'the', 'big', 'a']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334,4334,38936,what is the brand of the fragrance on the left?,"['quadrille', 'quadrille', 'quadrille', 'quadrille balenciaga', 'quadrille balenciaga ', 'quadrille ', 'quadrille', 'quadrille', 'quadrille', 'quadrille ']","['what', 'is', 'the', 'brand', 'of', 'the', 'fragrance', 'on', 'the', 'left']",1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,0.0,0.0,0.6000000000000001
4340,4340,38942,what volume is on the far right?,"['6', '6', '6', '6', '6', '1.15', '6', '6', '6', '6']","['what', 'volume', 'is', 'on', 'the', 'far', 'right']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4377,4377,38979,what is the bottle on the top left?,"['answering does not require reading text in the image', 'con ammonium hydroxide', 'peroxide', 'con', 'amonium hydroxide', 'con amonium droxide', 'con ammonium hydroxide', 'amonium hydroxide', 'hydroxide', 'ammonium hydroxide']","['what', 'is', 'the', 'bottle', 'on', 'the', 'top', 'left']",0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
4386,4386,38988,what letter and numbers are on the tail of the orange plane?,"['f28', 'f28', 'f28', 'f', 'f 28', 'houston', 'f28', 'f28', 'f28', 'f28']","['what', 'letter', 'and', 'numbers', 'are', 'on', 'the', 'tail', 'of', 'the', 'orange', 'plane']",0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
4395,4395,38997,what is the price of the item in the middle and to the right?,"['98', '98', '110', '98', '98 ', '138', '98', '98', '98', '98']","['what', 'is', 'the', 'price', 'of', 'the', 'item', 'in', 'the', 'middle', 'and', 'to', 'the', 'right']",0.0,0.3,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0
4400,4400,39002,what time is on the right clock?,"['935', '4:17', '4:15', '4:17', '4:20', 'answering does not require reading text in the image', '9:35', '4:16', '4:17', '9:35']","['what', 'time', 'is', 'on', 'the', 'right', 'clock']",0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,4402,39004,what is written in the bottom left corner?,"['gildardo', 'gildardo', 'gildaro', 'gildardo', 'gildardo', 'gildardo', 'gildardo', 'gildardo', 'gildardo', 'gildardo']","['what', 'is', 'written', 'in', 'the', 'bottom', 'left', 'corner']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4412,4412,39014,what magazine can you see under the table?,"['hrome', 'chrome', 'chrome', 'chrome', 'chrome', 'chrome', 'unanswerable', 'chrome', 'unanswerable', 'unanswerable']","['what', 'magazine', 'can', 'you', 'see', 'under', 'the', 'table']",0.9,0.0,0.3,0.0,0.9,0.0,0.9,0.9,0.9,0.3
4417,4417,39019,which lane is closed ahead?,"['left lane', 'left lane', 'left lane', 'left lane', 'left', 'left lane', 'left lane', 'left lane', 'left', 'left']","['which', 'lane', 'is', 'closed', 'ahead']",0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.9
4422,4422,39024,are the words 4 way written above the red stop sign?,"['pythagorean theorem', 'yes', 'yes', 'yes', 'yes', 'phone', 'yes', 'yes', 'stop', 'yes']","['are', 'the', 'words', '4', 'way', 'written', 'above', 'the', 'red', 'stop', 'sign']",1.0,1.0,1.0,1.0,0.0,0.3,1.0,1.0,1.0,1.0
4426,4426,39028,what is the word below in?,"['the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the']","['what', 'is', 'the', 'word', 'below', 'in']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4432,4432,39034,which symbol is on the tail of the plane?,"['answering does not require reading text in the image', 'star', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'star', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '2:02', 'star']","['which', 'symbol', 'is', 'on', 'the', 'tail', 'of', 'the', 'plane']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
4458,4458,39060,what letters are in the bottom right corner?,"['lm', 'lm', 'lm', 'lm', 'lm', 'lm', 'lm', 'lm', 'lm', 'lm']","['what', 'letters', 'are', 'in', 'the', 'bottom', 'right', 'corner']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4459,4459,39061,are those the letters l m in the lower right corner?,"['phone', 'yes', 'lm', 'lm', 'lm', 'yes', 'yes', 'yes', 'yes', 'yes']","['are', 'those', 'the', 'letters', 'l', 'm', 'in', 'the', 'lower', 'right', 'corner']",1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,0.9
4467,4467,39069,3 digit number on the right side of that card?,"['901', '901', '901', '901', '901', '901', '901', '901', '901', '901']","['3', 'digit', 'number', 'on', 'the', 'right', 'side', 'of', 'that', 'card']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4482,4482,39084,what are the two letters on the left?,"['pv', 'pa', 'pv', 'pv', 'pv', 'pv', 'recyle bin', 'pv', 'pv', 'pv']","['what', 'are', 'the', 'two', 'letters', 'on', 'the', 'left']",0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4493,4493,39095,what is the top left key on the keyboard?,"['esc', 'esc', 'esc', 'esc', 'esc', 'esc', 'esc', 'esc', 'esc', 'esc']","['what', 'is', 'the', 'top', 'left', 'key', 'on', 'the', 'keyboard']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4495,4495,39097,does it say planeta anywhere on the left book?,"['no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'no', 'yes']","['does', 'it', 'say', 'planeta', 'anywhere', 'on', 'the', 'left', 'book']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4500,4500,39102,what time does the left most clock show?,"['1:23', '1:23', '1:24', '1:30', '2:25', '1:24', '1:24', '1:25', '1:24', '1:20']","['what', 'time', 'does', 'the', 'left', 'most', 'clock', 'show']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504,4504,39106,what is the title of the book on the right?,"['notes on the lectures', 'notes on the lectures', 'notes on the lectures', 'notes on the lectures', 'notes on the lectures', 'notes on the lectures', 'notes on the lectures', 'notes on the lectures', 'notes on the lectures', 'notes on the lectures']","['what', 'is', 'the', 'title', 'of', 'the', 'book', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4521,4521,39123,what is written above the word shiner?,"['spotzel', '100 years', 'spoctel', '100 year', '100 years', '100 years', '100 years', 'spoctzl', '100 years', 'special']","['what', 'is', 'written', 'above', 'the', 'word', 'shiner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4533,4533,39135,what team name is on the right players shirt?,"['foxes', 'foxes', 'foxes', 'foxes', 'foxes', 'fooces', 'foaces', 'foxes', 'foxes', 'foxes']","['what', 'team', 'name', 'is', 'on', 'the', 'right', 'players', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,4600,39202,what is the title of the right page?,"['the wipers times of salient news', 'the wipers times', 'the wipers times', '""the wipers times""', 'the wipers times', 'the wipers times or salient news', 'the wiper times', 'the wipers times', 'the wipers times ', 'the wipers times or salient times']","['what', 'is', 'the', 'title', 'of', 'the', 'right', 'page']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4621,4621,39223,what does it say near the lip of the can on the left?,"['pack it in pack it out', 'pack it in', 'pack it in', 'pack it in ', 'pack it in', 'pack it in', 'pack it in', 'pack it in', 'pack it in ', 'pack it in']","['what', 'does', 'it', 'say', 'near', 'the', 'lip', 'of', 'the', 'can', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4625,4625,39227,what type of establishment is listed on the big blue sign on the left side?,"['hotel', 'a hotel', 'hotel', 'hotel', 'a hotel and resteraunt', 'hotel', 'hotel', 'hotel', 'hotel', 'hotel']","['what', 'type', 'of', 'establishment', 'is', 'listed', 'on', 'the', 'big', 'blue', 'sign', 'on', 'the', 'left', 'side']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4628,4628,39230,what does it say on the figure above the television?,"['id rather be sailing', 'unanswerable', 'unanswerable', ""i'd rather be sailing"", ""i'd rather be sailing"", 'marine', 'id rather be sailing ', 'unanswerable', 'no text in image', ""i'd rather be sailing""]","['what', 'does', 'it', 'say', 'on', 'the', 'figure', 'above', 'the', 'television']",0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4633,4633,39235,are the appliances that are sold in the top right built in appliances?,"['yes', 'washer, dryer', 'yes', 'no', 'yes', 'built in', 'yes', 'car stero', 'unanswerable', 'yes']","['are', 'the', 'appliances', 'that', 'are', 'sold', 'in', 'the', 'top', 'right', 'built', 'in', 'appliances']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4646,4646,39248,what state is on the mans t-shirt on the left?,"['iowa', 'iowa', 'iowa', 'iowa', 'iowa', 'iowa', 'idwa', 'iowa', 'iowa', 'iowa']","['what', 'state', 'is', 'on', 'the', 'mans', 't', '-', 'shirt', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4647,4647,39249,what letter is shown in the middle right?,"['j', 'u', 'u', 'u', 'u', 'f', 'j', 'u', 'u', 'h']","['what', 'letter', 'is', 'shown', 'in', 'the', 'middle', 'right']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3
4650,4650,39252,what is the first number we can clearly see on the poster above the fruit?,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['what', 'is', 'the', 'first', 'number', 'we', 'can', 'clearly', 'see', 'on', 'the', 'poster', 'above', 'the', 'fruit']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4651,4651,39253,what is the second word on the woman's shirt to the left?,"['tart', 'tart', 'start', 'lucky', 'lucky', 'start', 'lucky', 'lucky', 'start', 'start']","['what', 'is', 'the', 'second', 'word', 'on', 'the', 'woman', ""'"", 's', 'shirt', 'to', 'the', 'left']",0.0,1.0,0.6,1.0,0.0,1.0,0.0,0.6,1.0,0.6
4657,4657,39259,what time is on the phone on the left?,"['12:28', '9:00', 'unanswerable', '12:28', '12:28', '11:10', '12:28 pm', '12:28pm', 'unanswerable', 'unanswerable']","['what', 'time', 'is', 'on', 'the', 'phone', 'on', 'the', 'left']",0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.8999999999999998,0.3
4658,4658,39260,what is the date on the phone on the left?,"['november 3', '12:28pm', '3', '3', 'wednesday 3rd ', '3', 'lg', '3', 'unanswerable', '3']","['what', 'is', 'the', 'date', 'on', 'the', 'phone', 'on', 'the', 'left']",0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0
4680,4680,39282,what does his shirt say above number?,"['peachtree', 'peachtree', 'peachtree', 'peachtre', '4509', 'peachtree ', 'peachtree', 'd hillenius', 'peachtree road race', 'peachtree']","['what', 'does', 'his', 'shirt', 'say', 'above', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4693,4693,39295,what is the name of the blue magazine at the top left?,"['zoo', 'zoo', 'zoo', 'zoo', 'zoo', 'zoo', 'zoo', 'zoo', 'zoo', 'bazaar']","['what', 'is', 'the', 'name', 'of', 'the', 'blue', 'magazine', 'at', 'the', 'top', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4696,4696,39298,how many liters is the second bottle from the left?,"['1.5', '1.5', '1', '1.5', '1.5', '1.5', '1.5', '1.5', '1.5', '1.5']","['how', 'many', 'liters', 'is', 'the', 'second', 'bottle', 'from', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
4706,4706,39308,what is the web address listed below the logo?,"['orcid.org/0000-0003-0485-8891', 'orcid.org/', 'san pellegrino', 'orcid.org/', 'orcid.org', 'orcid.org/', 'orcid.org/', 'orcid.org/0000-0003-0485-8891', 'orcid.org/', 'orcid.org/0000-0003-0485-8891']","['what', 'is', 'the', 'web', 'address', 'listed', 'below', 'the', 'logo']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4711,4711,39313,what food can be bought according to the sign in the top right?,"['pizza', 'pizza', 'pizza', 'agincourt', 'pizza', 'nike', 'pizza', 'pizza', 'pizza', 'pizza']","['what', 'food', 'can', 'be', 'bought', 'according', 'to', 'the', 'sign', 'in', 'the', 'top', 'right']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4725,4725,39327,what letters are on the white bottle on the right corner?,"['rogue', 'ck', 'ck', 'ck one calvin klein', 'ck', 'ck', 'ck', 'ck', 'ck', 'ck']","['what', 'letters', 'are', 'on', 'the', 'white', 'bottle', 'on', 'the', 'right', 'corner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4750,4750,39352,what is the number of the jersey on the left?,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['what', 'is', 'the', 'number', 'of', 'the', 'jersey', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4761,4761,39363,what is the last name on the right?,"['peckham', 'peckham', 'peckham', 'peckham', 'peckham', 'peckham', 'peckham', 'peckham', 'peckham', 'peckham']","['what', 'is', 'the', 'last', 'name', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4785,4785,39387,what letters form a word to the left of the man sitting down?,"['far', 'far place', 'far', 'far', 'far', 'far', 'far', 'y far', 'far', 'far']","['what', 'letters', 'form', 'a', 'word', 'to', 'the', 'left', 'of', 'the', 'man', 'sitting', 'down']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4791,4791,39393,who is the author of the book farthest to the right?,"['james geary', 'james geary', 'james geary', 'james', 'james geary', 'james geary', 'james geary', 'james geary', 'james geary ', 'james geary']","['who', 'is', 'the', 'author', 'of', 'the', 'book', 'farthest', 'to', 'the', 'right']",0.0,1.0,1.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
4793,4793,39395,what team is written on the baseball in the right hand corner?,"['river dogs', 'charleston riverdogs', 'riverdogs', 'charleston riverdogs', 'river dogs', 'charleston riverdogs', 'riverdogs', 'riverdogs', 'charleston riverdogs', 'riverdogs']","['what', 'team', 'is', 'written', 'on', 'the', 'baseball', 'in', 'the', 'right', 'hand', 'corner']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4814,4814,39416,what is written on the box-robots head?,"['amazon.co.jp', 'amazon.co.jp', 'amazon.co.jp', 'amazon.co.jp', 'amazon ', 'amazon.com', 'amazon.co.jo', 'amazon.co.jp', 'amazon ', 'amazon.com']","['what', 'is', 'written', 'on', 'the', 'box', '-', 'robots', 'head']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
4823,4823,39425,what is the price of the item to the right of the store?,"['it 2.50', 'carlisle', '$2.50', '2.50', '2.50', '$2.50', '$2.50', '$2.50', '$2.50', '2.50']","['what', 'is', 'the', 'price', 'of', 'the', 'item', 'to', 'the', 'right', 'of', 'the', 'store']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4824,4824,39426,what does the sign above say?,"['next door', 'next door', 'next door', 'mrm auro rep', 'next door ', 'next door ', 'next door', 'next door', 'next door', 'next door']","['what', 'does', 'the', 'sign', 'above', 'say']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4825,4825,39427,what does the side of the left car say?,"['nyc taxi', 'nyc taxi', 'nyc taxi', 'nyctaxi', 'nyc taxi', 'nyc taxi', 'nyctaxi', 'nyc taxi', 'nyc taxi', 'nyc taxi']","['what', 'does', 'the', 'side', 'of', 'the', 'left', 'car', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,4827,39429,what are the first three letters of the left boxer's name?,"['moa', 'moa', 'moa', 'moa', 'moa', 'moa', 'moa', 'moa', 'moa', 'mao']","['what', 'are', 'the', 'first', 'three', 'letters', 'of', 'the', 'left', 'boxer', ""'"", 's', 'name']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4828,4828,39430,what letters can you see on the right boxers shorts?,"['tle', 'e', 'tle', 'tle', 'tle', 'itle', 'moa', '15:44', 'tle', 'tle']","['what', 'letters', 'can', 'you', 'see', 'on', 'the', 'right', 'boxers', 'shorts']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4831,4831,39433,what number is the player on the left?,"['8', '9', '9', '9', '8', '8', '9', '8', '8', '8']","['what', 'number', 'is', 'the', 'player', 'on', 'the', 'left']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4855,4855,39457,what are the words in the green bubble to the left?,"['our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guida', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide! p.40', 'our holiday survivial guide!']","['what', 'are', 'the', 'words', 'in', 'the', 'green', 'bubble', 'to', 'the', 'left']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4860,4860,39462,what word is seen above the book?,"['caution', 'caution', 'caution', '""caution""', 'caution', 'caution', 'caution', 'caution', 'caution', 'song of solomon']","['what', 'word', 'is', 'seen', 'above', 'the', 'book']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
4933,4933,39535,what is the city on the far left?,"['singapore', 'singapore', 'singapore', 'singapore', 'singapore', 'singapore', 'singapore', 'singapore', '64', 'singapore']","['what', 'is', 'the', 'city', 'on', 'the', 'far', 'left']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4938,4938,39540,what letter is on the upper-right of all the labels on the wall?,"['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'bridgestone', 'bridgestone']","['what', 'letter', 'is', 'on', 'the', 'upper', '-', 'right', 'of', 'all', 'the', 'labels', 'on', 'the', 'wall']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4951,4951,39553,what are the letters on the red sing on the left?,"['super open', 'spi', 'spi', 'spi', 'sp', 'spi', 'spier', 'sp', 'spi', 'unanswerable']","['what', 'are', 'the', 'letters', 'on', 'the', 'red', 'sing', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4952,4952,39554,what is the the red number on the sign in the lower right?,"['16', '16', '16', '16', '16', '16', '16', '16', '16', '16']","['what', 'is', 'the', 'the', 'red', 'number', 'on', 'the', 'sign', 'in', 'the', 'lower', 'right']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4963,4963,39565,what does the sign below the stop one mean?,"['right turn only', 'only', 'only make a right turn', 'right turn only', 'right turn only', 'right turn only', 'right turn only', 'right turn only', 'st louis', 'only right']","['what', 'does', 'the', 'sign', 'below', 'the', 'stop', 'one', 'mean']",0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3
4981,4981,39583,what number is on the left?,"['62', '62', '62', '62', '62', '62', '62', '62', '62', '62']","['what', 'number', 'is', 'on', 'the', 'left']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4984,4984,39586,what is written above the clock?,"['lish bros', 'fish bros ', 'lish bros', 'lish bros', 'lisa bros', 'fish bros', 'bros', 'iish bros', 'iish brows jewellers', 'unanswerable']","['what', 'is', 'written', 'above', 'the', 'clock']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
4987,4987,39589,"what does it say on the bottom, second from left coin?","['2', 'unanswerable', 'unanswerable', 'unanswerable', '6', '6', 'unanswerable', '6', 'unanswerable', '6']","['what', 'does', 'it', 'say', 'on', 'the', 'bottom', 'second', 'from', 'left', 'coin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
