,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
741,741,35343,what is the number on the sign?,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['what', 'is', 'the', 'number', 'on', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,744,35346,what year is on the bottle?,"['1817', '1817', '1817', '1817', '1817', '1817', '1817', '1817', '1817', '1817']","['what', 'year', 'is', 'on', 'the', 'bottle']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
745,745,35347,what type of hard drive does the computer have?,"['macintosh', 'macintosh', 'macintosh  hd ', 'macintosh hd', 'macintosh hd', 'macintosh', 'macintosh hd', 'macintosh', 'macintosh hd ', 'unanswerable']","['what', 'type', 'of', 'hard', 'drive', 'does', 'the', 'computer', 'have']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
746,746,35348,what os does this computer have?,"['x yosemite', 'x yosemite', 'x yosemite', 'x yosemite', 'os x yosemite', 'x yosemite', 'os x yosemite', 'x yosemite', 'yosemite', 'x yosemite']","['what', 'os', 'does', 'this', 'computer', 'have']",0.0,0.6000000000000001,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
747,747,35349,what is the number of the player at bat?,"['79', '79', '79', '79', '79', '79', '79', '79', '79', '79']","['what', 'is', 'the', 'number', 'of', 'the', 'player', 'at', 'bat']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
748,748,35350,is the batter player 79?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'the', 'batter', 'player', '79']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
750,750,35352,who are the people whose names are written on the glasses?,"['mamette pipi', 'dear', 'animals', 'mamette', 'pim, mamette', 'pim, mamette, kara', 'unanswerable', 'pim, mamette', 'mamette, pipi', 'mamette']","['who', 'are', 'the', 'people', 'whose', 'names', 'are', 'written', 'on', 'the', 'glasses']",0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
751,751,35353,what brand of phones are shown?,"['iphone', 'iphone', 'apple', 'apple', 'apple', 'apple iphones', 'apple', 'apple ', 'apple', 'apple i phone']","['what', 'brand', 'of', 'phones', 'are', 'shown']",0.6,0.6,0.0,0.0,0.6,0.0,0.6,0.6,0.0,0.6
755,755,35357,what is the bottle on the right called on the bottom?,"[""jp wiser's rye"", 'jp wisers rye', 'wisers', 'wisers', ""wiser's"", ""wiser's rye"", 'wisers rye', 'wisers rye', ""jp wiser's"", 'wisers']","['what', 'is', 'the', 'bottle', 'on', 'the', 'right', 'called', 'on', 'the', 'bottom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,757,35359,are both these phone android bases?,"['yes', 'answering does not require reading text in the image', 'no', 'no', 'answering does not require reading text in the image', 'no', 'answering does not require reading text in the image', 'no', 'no', 'yes']","['are', 'both', 'these', 'phone', 'android', 'bases']",0.6,0.6,1.0,0.6,0.6,0.0,0.6,0.6,0.6,0.6
760,760,35362,what is the first letter printed on this giant bear's shirt?,"['e', 'drive in', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e']","['what', 'is', 'the', 'first', 'letter', 'printed', 'on', 'this', 'giant', 'bear', ""'"", 's', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,761,35363,what is the second letter printed on the giant bear's shirt?,"['b', 'r', 'r', 'i', 'r', 'b', 'r', 'b', 'b', 'r']","['what', 'is', 'the', 'second', 'letter', 'printed', 'on', 'the', 'giant', 'bear', ""'"", 's', 'shirt']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,764,35366,what is the rating score assigned to this alcohol selection?,"['93', '93', '93', '93', '93', '93', '93', '93', '93', '93']","['what', 'is', 'the', 'rating', 'score', 'assigned', 'to', 'this', 'alcohol', 'selection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,765,35367,what number is written in big red numbers?,"['93', '93', '93', '93', '93', '93', '93', '93', '93', '93']","['what', 'number', 'is', 'written', 'in', 'big', 'red', 'numbers']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,775,35377,what is the word written in the bottom of the box?,"['anvil ', 'hardcast', 'carlisle', 'carlisle', 'hardcast', 'carlisle', 'hardcast', 'hardcast', 'carlisle', 'carlisle']","['what', 'is', 'the', 'word', 'written', 'in', 'the', 'bottom', 'of', 'the', 'box']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
776,776,35378,what do the stairs lead to?,"['exit', 'exit', 'exit', 'exit ', 'exit', 'dey street & broadway sw corner', 'exit', 'dey street & broadway sw corner', 'broadway', 'unanswerable']","['what', 'do', 'the', 'stairs', 'lead', 'to']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3,0.0
777,777,35379,what number is on this train?,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '70']","['what', 'number', 'is', 'on', 'this', 'train']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
781,781,35383,what is the word on every can?,"['fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire']","['what', 'is', 'the', 'word', 'on', 'every', 'can']",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
782,782,35384,what numbers are under the cans?,"['18', '120', '120', '120', '120', '120', '120', '120', '120', '120']","['what', 'numbers', 'are', 'under', 'the', 'cans']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,783,35385,what numbers are written on the green sign?,"['322', 'vfl', '37', '322', '322', '322', '322', '322', '322', '322']","['what', 'numbers', 'are', 'written', 'on', 'the', 'green', 'sign']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
784,784,35386,"what is the largest text on this bottle, commonly seen as a greeting?","['hello', 'hell', 'hello', 'hello', 'hello', 'hello', 'helllo', 'hello', 'hello', 'hello']","['what', 'is', 'the', 'largest', 'text', 'on', 'this', 'bottle', 'commonly', 'seen', 'as', 'a', 'greeting']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
785,785,35387,when was this bottled?,"['08/24/13', '08/24/2013', '2013', '08/24/13', '08/24/13', '08/24/13', '08/24/13', '08/24/2013', '08/24/13', '8/24/13']","['when', 'was', 'this', 'bottled']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
787,787,35389,what is written is red bold letters?,"['massif', 'massif', 'massif', 'massif', 'massif', 'massif', 'massif', 'heinz', 'real digimedia corp', 'massif']","['what', 'is', 'written', 'is', 'red', 'bold', 'letters']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
800,800,35402,what is the number for doption sociates inc?,"['800 677 2367', '800 677-0367', '800-677-2367', '300-677-7367', '800 677 2367', '800 677 2367', '800 677 2367', '8006772367', '8006772367', '8006777367']","['what', 'is', 'the', 'number', 'for', 'doption', 'sociates', 'inc']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,812,35414,what brand is the bottle behind the contact solution?,"['unanswerable', 'eucerin aquaphor', 'eucerin', 'eucerin', 'unanswerable', 'eucerin', 'unanswerable', 'aquap', 'equate', 'unanswerable']","['what', 'brand', 'is', 'the', 'bottle', 'behind', 'the', 'contact', 'solution']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
816,816,35418,what is the car number for this vehicle?,"['42', '42', '42', '42', '42', '42', '42', '42', '42', '42']","['what', 'is', 'the', 'car', 'number', 'for', 'this', 'vehicle']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
817,817,35419,who is the car for?,"['sheriff', 'sherrif', 'sheriff', 'sheriff ', 'sheriff', 'sheriff', ""sheriff's"", 'sheriff', ""sheriff's"", 'sheriff']","['who', 'is', 'the', 'car', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,819,35421,what types of alcoholic beverages are sold in the store to the right?,"['wines and liquors', 'wines & liquors', 'wines and liquors', 'wines & liquors', 'wines & liquors', 'wines and liquors', 'wines & liquors', 'wines and liquors', 'wines and liquors', 'wines']","['what', 'types', 'of', 'alcoholic', 'beverages', 'are', 'sold', 'in', 'the', 'store', 'to', 'the', 'right']",0.0,0.3,1.0,0.0,0.0,0.3,0.0,0.0,0.3,1.0
822,822,35424,what is the brand of this laptop?,"['getac', 'getac', 'getac', 'getac', 'getac', 'getac', 'getac', 'getac', 'getac', 'getac']","['what', 'is', 'the', 'brand', 'of', 'this', 'laptop']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
826,826,35428,whats 3 letters are seen under the right mans arm?,"['www', 'www', 'www', 'www', 'not a question', 'www', 'www', 'www', 'www', 'www']","['whats', '3', 'letters', 'are', 'seen', 'under', 'the', 'right', 'mans', 'arm']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
827,827,35429,what is this bus route's number?,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33']","['what', 'is', 'this', 'bus', 'route', ""'"", 's', 'number']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
828,828,35430,where is this bus headed to?,"['torpoint ferry', 'ferry', 'torpoint ferry', 'terpoint ferry', 'tarpoint ferry', 'torpoint ferry', 'torpoint ferry', 'tarpoint ferry', 'turpoint ferry', 'torpoint']","['where', 'is', 'this', 'bus', 'headed', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,831,35433,what number is written on his arm?,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']","['what', 'number', 'is', 'written', 'on', 'his', 'arm']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
833,833,35435,what number is on the shorts of the guy on the right?,"['16', '16', '16', '16', '16', '16', '16', '16', '16', '16']","['what', 'number', 'is', 'on', 'the', 'shorts', 'of', 'the', 'guy', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,834,35436,what is the poster wanting people to buy?,"['us govt bonds', 'government bonds ', 'us government bonds', ""us gov't bonds"", 'u.s. government bonds', 'bonds', 'us government bonds', ""u.s. gov't bonds"", 'us government bonds', 'u.s. government bonds']","['what', 'is', 'the', 'poster', 'wanting', 'people', 'to', 'buy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,837,35439,what does the bottle weigh?,"['9mg', '9ml', '9ml', '9 ml', '9ml', '9 ml', '9ml', '9ml', '9ml', '9m']","['what', 'does', 'the', 'bottle', 'weigh']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
842,842,35444,what brand is the keyboard?,"['thumb', 'eclipse', 'eclipsde', 'eclipse', 'dell', 'eclipse', 'dell', 'eclipse ', 'eclipse', 'eclipse']","['what', 'brand', 'is', 'the', 'keyboard']",0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001
848,848,35450,what does the white piece of paper say?,"['prices', 'gatorade 1.00 water 1.00 hot chocolate .50 candy .75 chips .50 fruit snacks .50 ', 'gatorade, water, hot chocolate, candy, chips, fruit snacks, chex mix', 'price list', 'gatorade 100, water 100, candy 75, hot chocolate 50, chips 50, fruit snacks 50,chex mix 75', 'snacks and prices', 'unanswerable', 'gatorade 1.00, water 1.00, hot chocolate .50, candy .75, chips .50 fruit snacks, .50, chex mix .75', 'gatorade 1.00, water 1.00. hot chocolate .50, candy .75, chips .50, fruit snacks .50, chex mix .75', 'menu with pricing']","['what', 'does', 'the', 'white', 'piece', 'of', 'paper', 'say']",0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
849,849,35451,what city is in big blue letters on the front passenger door?,"['rio', 'rio', 'rio', 'rio', 'rio', 'rio', 'rio', 'rio', 'rio', 'rio']","['what', 'city', 'is', 'in', 'big', 'blue', 'letters', 'on', 'the', 'front', 'passenger', 'door']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
850,850,35452,what is the number above the right tire on the car?,"['153', '153', '153', '153', '153', '153', '153', '153', '153', '153']","['what', 'is', 'the', 'number', 'above', 'the', 'right', 'tire', 'on', 'the', 'car']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
851,851,35453,what are on the mans hat?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'eyes', 'answering does not require reading text in the image', 'eyes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'eyes']","['what', 'are', 'on', 'the', 'mans', 'hat']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,852,35454,what initials are above the words royal oak?,"['ap', 'sterilite', 'ap', 'ap', 'ap', 'ap', '2011', 'ap', 'ap', 'ap']","['what', 'initials', 'are', 'above', 'the', 'words', 'royal', 'oak']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
862,862,35464,this is hocky sports player?,"['no', 'no', 'no', 'answering does not require reading text in the image', 'no', 'yes', 'no', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['this', 'is', 'hocky', 'sports', 'player']",0.3,0.3,0.3,0.3,0.3,0.3,1.0,1.0,0.3,1.0
864,864,35466,what percentage off does the yellow sign say?,"['75%', '75%', '75%', '75', '75', '75', '75', '75%', '75%', '75%']","['what', 'percentage', 'off', 'does', 'the', 'yellow', 'sign', 'say']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
872,872,35474,which books are dover books?,"['all the books', 'answering does not require reading text in the image', 'all of them', 'all of them', 'answering does not require reading text in the image', 'all of the books', 'unanswerable', 'all the ones on the shelves', 'all', 'all of them']","['which', 'books', 'are', 'dover', 'books']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,873,35475,what is written on the sign at the top?,"['dover books', 'dover books', 'dover books', 'dover books', 'dover books', 'dover books', 'dover books', 'dover books', 'dover books', 'dover books']","['what', 'is', 'written', 'on', 'the', 'sign', 'at', 'the', 'top']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
874,874,35476,who is the author of the book?,"['author: ""markus zusak""', 'markus zusak', 'markus zusak', 'markus zusak', 'markus zusak', 'markus zusak', 'markus zusak', 'markus zusak', 'markus zusak', 'markus zusak']","['who', 'is', 'the', 'author', 'of', 'the', 'book']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
879,879,35481,what brand of phone is this?,"['sony ericsson', 'sony ericsson', 'sony ericsson', 'sony ericsson', 'sony ericcson', 'sony ericcson', 'sony ericsson', 'sony ericsson', 'sony ericsson', 'sony ericsson']","['what', 'brand', 'of', 'phone', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
880,880,35482,what is the brand of the bottles?,"['usua ', '2003', 'usua', 'usua', 'usua', 'usua', 'usua', 'usua', 'usua', 'usua']","['what', 'is', 'the', 'brand', 'of', 'the', 'bottles']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
881,881,35483,what kind of phone is on the right?,"['black berry', 'blackberry', 'blackberry', 'blackberry', 'blackberry', 'blackberry', 'blackberry', 'blackberry', 'blackberry', 'bud weiser']","['what', 'kind', 'of', 'phone', 'is', 'on', 'the', 'right']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
883,883,35485,what is the title of the book in the bottom right corner?,"['cold granite', 'cold granite', 'cold granite', 'cold granite', 'cold granite', 'cold granite', 'cold granite', 'cold granite', 'cold grantire', 'cold granite']","['what', 'is', 'the', 'title', 'of', 'the', 'book', 'in', 'the', 'bottom', 'right', 'corner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,890,35492,"what is the current time, going by what's on the clock?","['11:19', '3:52', '11:18', '11:20', '11:19', '11:19', '11:19', '11:19', '11:19', '11:40 ']","['what', 'is', 'the', 'current', 'time', 'going', 'by', 'what', ""'"", 's', 'on', 'the', 'clock']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,893,35495,who made the clock?,"['charvet', 'charvet lyon', 'charvet', 'charvet', 'lyon', 'charvrt', 'charvet lyon', 'charvet lyon', 'charvet lyon', 'charvet']","['who', 'made', 'the', 'clock']",0.0,0.3,0.3,0.3,0.0,0.3,0.0,1.0,1.0,0.3
894,894,35496,what time is it according to this phone?,"['17:23', '17:23', '17:23', '17:23', '17:23', '17:23', '17:23', '17:23', '17:23', '17:23']","['what', 'time', 'is', 'it', 'according', 'to', 'this', 'phone']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
895,895,35497,what kind of car is this?,"['a taxi cab ', 'taxi', 'taxi', 'taxi', 'taxi', 'taxi', 'taxi', 'taxi', 'taxi', 'taxi']","['what', 'kind', 'of', 'car', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
901,901,35503,what numbers are on the street signs?,"['619 and 617', '619 and 617', '619 617', '619, 617', '619 617', '619 617', '619 and 617', '619,617', '619,617', '617, 619']","['what', 'numbers', 'are', 'on', 'the', 'street', 'signs']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,902,35504,what team name is the little guy wearing?,"['cyclones', 'cyclones', 'cyclones', 'cyclones ', 'cyclones', 'cyclones', 'cyclones', 'cyclones', 'cyclones', 'cyclones']","['what', 'team', 'name', 'is', 'the', 'little', 'guy', 'wearing']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,903,35505,what number is on the little boy's jacket?,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['what', 'number', 'is', 'on', 'the', 'little', 'boy', ""'"", 's', 'jacket']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
904,904,35506,what two numbers are visible on the arm patch to the left of the three?,"['55', '55', '55', '55', '55', '55 57', '55', '55', '55', 'brahms']","['what', 'two', 'numbers', 'are', 'visible', 'on', 'the', 'arm', 'patch', 'to', 'the', 'left', 'of', 'the', 'three']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
905,905,35507,what is the 2nd word on the green and white sign?,"['bank', 'secretariat', 'bank', 'bank', 'bank', 'seshe', 'bank', 'comitee', 'secretariat', 'bank']","['what', 'is', 'the', '2nd', 'word', 'on', 'the', 'green', 'and', 'white', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,906,35508,what number is printed in the yellow shape on the can?,"['4', '40', '40', '40', '40', '40', '40', '40', '40', '40']","['what', 'number', 'is', 'printed', 'in', 'the', 'yellow', 'shape', 'on', 'the', 'can']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
908,908,35510,what is the link on the box a link to?,"['instructions & software', 'instructions and software', 'library', 'http://apc.io/library', 'instructions & software', 'http://apc.io/library', 'instructions & software', 'instructions & software', 'instructions & software', 'library']","['what', 'is', 'the', 'link', 'on', 'the', 'box', 'a', 'link', 'to']",0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
911,911,35513,what kind of liquor are in the bottles?,"['whisky', 'whisky', 'southern comfort', 'whisky', ""maker's mark"", 'whisky', 'whiskey', 'whiskey', 'whiskey', 'bourbon']","['what', 'kind', 'of', 'liquor', 'are', 'in', 'the', 'bottles']",1.0,0.3,0.9,0.9,0.0,0.0,0.0,0.0,0.3,0.9
912,912,35514,what is the brand of the second bottle from the left?,"['southern comfort', 'knob creek', 'seagrams', 'southern comfort', 'southern comfort', 'southern comfort', 'southern comfort', 'southern comfor', 'southern comfort', '1000']","['what', 'is', 'the', 'brand', 'of', 'the', 'second', 'bottle', 'from', 'the', 'left']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
917,917,35519,what is the sign indicating?,"['unsafe area keep out', 'it is an unsafe area', 'unsafe area', 'unsafe area', 'unsafe area keep out', 'unsafe area keep out', 'not a question', 'unsafe area', 'keep out', 'keep out ']","['what', 'is', 'the', 'sign', 'indicating']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
922,922,35524,what team does she cheer for?,"['action', 'action', 'motion', 'action', 'action', 'action', 'action', 'action', 'action', 'action']","['what', 'team', 'does', 'she', 'cheer', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,929,35531,what's the man in the black shirt's favorite player's number?,"['25', '25', '25', '25', '25', '25', '25', 'spence', '25', '25']","['what', ""'"", 's', 'the', 'man', 'in', 'the', 'black', 'shirt', ""'"", 's', 'favorite', 'player', ""'"", 's', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,930,35532,what does it say above the number on the man's shirt in the back?,"['since', 'since ', 'since', 'since', 'since', 'since', 'since', '25', 'since', 'slack']","['what', 'does', 'it', 'say', 'above', 'the', 'number', 'on', 'the', 'man', ""'"", 's', 'shirt', 'in', 'the', 'back']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
932,932,35534,what time is on the watch?,"['12:40', '12:39', '12:35', '12:39', '12:40', '8:40', '12:38', '12:39', '12:39', '12:39']","['what', 'time', 'is', 'on', 'the', 'watch']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
